Real, Imaginary
-1.230614, -0.213006
7.086022, 2.850531
0.643501, -0.889592
-3.293243, -5.134738
2.082631, 3.438902
2.135049, -2.570828
-4.718243, -1.839930
4.304624, 1.361756
-3.774890, -1.345890
-0.045616, -3.502863
2.213871, 2.499130
-4.608922, 0.613668
-3.183333, -0.156331
5.170278, 4.259527
-1.104307, 3.721897
-4.200519, -1.334515
1.509704, 4.384524
-0.568214, -1.322844
0.138782, -4.106968
-0.618398, 3.732772
-1.798732, 2.543786
2.455197, -0.049962
7.840316, 1.749575
-0.852816, 1.002184
3.390431, 3.824102
-0.212432, 3.463810
-0.734654, 3.018698
2.491752, -1.760051
1.168193, 0.866166
0.143500, 0.013656
2.079021, -0.885726
-1.469733, -3.423908
-1.384754, -1.336929
4.999199, -0.636012
0.063471, 5.547932
3.830917, -0.708417
0.466712, -1.283598
-2.123656, -1.813819
-1.507648, 2.081930
5.361613, -0.678742
-1.873571, 0.389793
2.015954, -0.594951
4.750125, 1.302217
-3.159747, -2.743192
1.610203, -0.910590
2.123159, 0.597681
-2.143469, 2.845338
0.088402, -1.877837
2.380456, -1.523323
-1.212858, -1.390020
2.549818, -2.887804
-0.549792, 1.873229
-1.012470, -1.225230
-0.095857, 0.092405
4.681277, 1.897011
-2.758872, 1.708450
1.091052, 0.842874
0.111314, -3.835826
-3.344624, -2.045167
1.606228, -2.704751
-1.168025, -3.073826
-5.010016, 0.652397
3.193240, 1.994599
2.688038, 1.076747
1.099592, 3.688897
2.114406, -1.655856
-3.400957, 3.813182
-0.668961, 1.158150
2.075546, 1.386647
3.306172, 2.220867
1.726625, -5.610794
-1.335300, -3.607890
1.090300, 0.063436
0.618083, -4.358824
-0.499434, -0.523030
-1.755220, 1.971389
-1.480154, -2.961783
0.754708, -0.562865
-2.054915, -0.442476
-4.953822, 0.959172
0.046551, 3.360352
3.727400, 0.283935
-1.148755, -4.494651
-4.373863, 0.635666
-1.446833, 6.776708
0.031864, -1.073752
-1.283765, 2.688803
0.919163, 2.412807
-0.985486, -1.402335
1.207402, -2.664227
1.033757, 2.964315
-0.484835, 0.787757
4.386756, -0.519515
3.123678, -0.158402
2.543772, -2.374461
-4.826005, -0.791043
-2.181021, 5.712468
-0.398733, -1.074897
1.152098, -3.808241
-0.025989, 2.841658
1.863270, -0.289062
1.435553, 1.292878
4.174240, -3.570963
-2.292890, 0.258515
2.593730, 1.584512
2.299940, 5.544209
4.414042, 1.204022
0.319626, -1.729088
2.001586, -4.080049
2.120833, -1.575181
0.777412, -1.989492
-4.056658, -1.245584
1.964176, -0.059719
-0.611437, -2.708540
1.975159, -1.857003
0.190483, -0.505824
-2.901597, -1.237704
-3.222465, 0.637122
3.352467, 6.600757
4.400458, 6.306522
3.940876, -3.770126
1.616195, 0.071214
-2.451500, -0.434648
-0.794393, -1.649761
-0.457087, -1.294218
2.607240, 3.248000
2.976583, -5.408752
2.606762, -0.659860
-3.500673, -3.983437
-0.514215, -0.720582
1.711424, 0.629324
2.302947, 5.045068
2.667413, -0.082141
3.446774, -2.728591
-3.254248, -2.402832
1.799487, -1.929145
-3.420929, -3.214432
-3.585971, 1.686977
2.167416, -0.452264
1.744329, -1.989002
2.740292, -0.484296
1.846070, -5.007186
-4.229946, 2.098666
-0.503929, 2.251667
2.257594, 1.151042
0.656861, 0.926103
-1.190329, -1.585036
-0.748794, -2.709185
-2.114088, -2.361893
-2.098227, -2.241545
-2.138455, 6.421534
1.088188, 3.940360
0.441118, -3.700255
4.408666, -0.234127
-1.370050, -0.564016
-3.803479, -0.609948
-0.348326, 4.158875
4.260026, 0.532136
2.285730, -3.894843
0.337411, 3.556639
0.014196, 2.137875
-1.417531, -2.832220
-1.220421, 1.748164
-3.402302, 0.845117
-0.324080, -1.337286
0.630985, -0.341245
-1.903423, -4.593312
-3.025559, -1.194285
-0.865363, 1.839610
-0.041580, 4.707212
3.251602, 2.893651
0.250833, 6.651644
0.359444, 2.247251
3.992388, -1.981144
-3.059340, -0.053519
2.855490, 1.658544
-0.948687, -2.667565
5.152815, 3.120522
